n20r2m4 107	0.0019044		124	5.2585e-05		111	7.6255e-05		107	5.6875e-05		128	3.506e-05		126	0.000193401		124	5.8015e-05		
n20r3m4 98	0.0019639		111	5.1635e-05		99	7.6575e-05		113	5.673e-05		122	3.644e-05		118	0.000229671		118	5.7676e-05		
n20r4m4 111	0.00152846		135	5.148e-05		125	7.5435e-05		137	5.539e-05		126	3.792e-05		128	0.000214376		129	5.809e-05		
n25r2m4 136	0.00284481		156	7.715e-05		137	0.000112935		135	6.199e-05		160	4.038e-05		154	0.00031089		156	0.00010942		
n25r3m4 121	0.0029326		141	7.737e-05		125	0.00011271		136	6.3456e-05		153	4.2696e-05		145	0.000444609		149	2.421e-05		
n25r4m4 138	0.000455921		166	1.6598e-05		153	2.4472e-05		167	1.37e-05		172	9.436e-06		157	6.8462e-05		157	1.8409e-05		
n25r5m4 143	0.000433157		168	1.8096e-05		151	2.635e-05		187	1.5276e-05		172	1.0296e-05		168	7.2193e-05		164	1.9925e-05		
n30r2m4 161	0.000435612		184	3.0175e-05		161	4.3658e-05		157	1.9471e-05		188	1.4481e-05		182	0.000111525		184	3.2367e-05		
n30r3m4 143	0.000413424		167	3.5789e-05		148	4.6315e-05		171	2.4196e-05		180	2.0434e-05		175	0.000109253		176	3.5248e-05		
n30r4m4 163	0.000660335		193	3.2446e-05		177	4.1845e-05		219	2.1836e-05		200	1.8721e-05		195	0.000111572		185	3.2987e-05		
n30r5m4 176	0.000441632		195	3.3182e-05		180	4.1383e-05		224	2.2659e-05		200	1.8666e-05		191	0.000110999		188	5.5003e-05		
n30r6m4 165	0.0006143		182	3.2706e-05		176	6.9743e-05		204	2.375e-05		193	1.718e-05		201	0.000145848		187	3.4833e-05		
n35r2m4 189	0.000478005		216	4.423e-05		187	6.2048e-05		186	2.6048e-05		220	2.1747e-05		216	0.000162176		216	4.6621e-05		
n35r3m4 166	0.000605628		195	4.4448e-05		170	6.2488e-05		196	2.6949e-05		210	2.2406e-05		204	0.000170049		206	4.6356e-05		
n35r4m4 189	0.000582556		224	3.3787e-05		204	4.6542e-05		252	1.9315e-05		204	1.6241e-05		227	0.000142951		217	3.491e-05		
n35r5m4 192	0.000806023		224	3.2302e-05		208	4.38e-05		255	1.9172e-05		222	1.5423e-05		228	0.000128327		220	3.2906e-05		
n35r6m4 191	0.000470843		218	3.1995e-05		201	4.4148e-05		231	1.8776e-05		222	1.5494e-05		243	0.000139509		213	3.2984e-05		
n35r7m4 193	0.000397908		198	3.483e-05		202	4.8197e-05		248	2.3768e-05		234	1.6283e-05		234	0.000154283		209	3.3084e-05		
