n20r2m3 124	0.000884576		124	3.785e-05		125	6.0205e-05		124	5.563e-05		124	2.858e-05		124	0.000143106		124	4.5135e-05		
n20r3m3 94	0.00105474		98	6.618e-05		98	6.0185e-05		96	5.677e-05		99	3.012e-05		97	0.000148865		97	4.524e-05		
n20r4m3 91	0.00127645		99	3.822e-05		99	5.989e-05		99	5.5075e-05		107	3.0245e-05		95	0.000165835		91	4.5685e-05		
n25r2m3 156	0.000875576		156	5.3995e-05		157	8.823e-05		156	6.0705e-05		156	3.244e-05		156	0.00020038		156	0.000104641		
n25r3m3 120	0.0013769		125	5.4585e-05		125	8.6545e-05		122	6.243e-05		126	3.4245e-05		125	0.000221405		124	6.426e-05		
n25r4m3 112	0.000317501		124	1.3285e-05		124	2.0935e-05		122	1.4969e-05		127	8.331e-06		118	5.7947e-05		112	1.5652e-05		
n25r5m3 115	0.000332346		129	1.2454e-05		129	1.9883e-05		128	1.3365e-05		141	7.947e-06		128	6.5662e-05		131	1.3963e-05		
n30r2m3 184	0.000198479		184	1.6774e-05		185	2.6607e-05		184	1.6001e-05		184	9.306e-06		184	6.0575e-05		184	1.8745e-05		
n30r3m3 142	0.000253845		148	1.7355e-05		148	2.5349e-05		144	1.5603e-05		149	9.341e-06		147	6.7182e-05		147	1.7508e-05		
n30r4m3 129	0.000371283		143	2.8976e-05		143	4.1023e-05		141	2.1922e-05		149	1.5924e-05		135	8.5448e-05		130	2.884e-05		
n30r5m3 134	0.000395703		149	2.7072e-05		149	3.596e-05		147	2.3077e-05		163	1.5717e-05		146	8.8861e-05		148	2.8449e-05		
n30r6m3 151	0.000468664		165	2.5781e-05		165	3.4625e-05		164	2.3081e-05		169	1.5377e-05		174	7.4031e-05		161	2.7296e-05		
n35r2m3 216	0.000295702		216	4.3484e-05		217	5.891e-05		216	3.5243e-05		216	2.7507e-05		216	0.00011835		216	4.5764e-05		
n35r3m3 162	0.000457767		170	5.503e-05		170	8.0928e-05		164	2.7917e-05		170	1.8128e-05		170	0.000186293		169	3.3988e-05		
n35r4m3 150	0.000512058		167	2.4661e-05		167	3.6867e-05		164	1.9984e-05		175	1.3644e-05		156	0.000114446		151	2.3751e-05		
n35r5m3 156	0.000392545		175	2.4599e-05		175	3.7044e-05		172	1.9709e-05		191	1.4189e-05		171	0.000114615		175	2.6452e-05		
n35r6m3 174	0.000517921		189	2.3111e-05		189	3.4743e-05		187	2.0191e-05		195	1.3681e-05		196	0.000103429		182	2.5081e-05		
n35r7m3 174	0.000388863		181	2.3312e-05		181	3.4456e-05		184	1.9466e-05		200	1.3516e-05		194	9.9754e-05		183	2.4922e-05		

